#This is for 5 samples per cond
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v10 0:00:06.231644
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v10 0:00:06.402997
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v10 0:00:06.099344
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v10 0:00:06.422500
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v10 0:00:05.971310
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v10 0:00:05.464281
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v10 0:00:06.229153
INFO:root:Elapsed time for voom.limma for single0_0_2_v10 0:00:05.816230
INFO:root:Elapsed time for voom.limma for single625_625_2_v10 0:00:06.304749
INFO:root:Elapsed time for voom.limma for random0_0_2_v10 0:00:06.594771
INFO:root:Elapsed time for voom.limma for random625_625_2_v10 0:00:05.798160
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v10 0:00:45.343517
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v10 0:00:46.494232
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v10 0:00:40.491592
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v10 0:00:39.743295
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v10 0:00:37.549266
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v10 0:00:44.423102
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v10 0:00:44.680995
INFO:root:Elapsed time for NOISeq for single0_0_2_v10 0:00:44.212013
INFO:root:Elapsed time for NOISeq for single625_625_2_v10 0:00:37.990885
INFO:root:Elapsed time for NOISeq for random0_0_2_v10 0:00:37.172687
INFO:root:Elapsed time for NOISeq for random625_625_2_v10 0:00:37.846952
INFO:root:Elapsed time for ttest for baseline0_0_2_v10 0:00:08.302366
INFO:root:Elapsed time for ttest for baseline1250_0_2_v10 0:00:07.283188
INFO:root:Elapsed time for ttest for baseline625_625_2_v10 0:00:08.136223
INFO:root:Elapsed time for ttest for baseline4000_0_2_v10 0:00:07.894389
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v10 0:00:07.932212
INFO:root:Elapsed time for ttest for poisson0_0_2_v10 0:00:07.755050
INFO:root:Elapsed time for ttest for poisson625_625_2_v10 0:00:08.504118
INFO:root:Elapsed time for ttest for single0_0_2_v10 0:00:08.072448
INFO:root:Elapsed time for ttest for single625_625_2_v10 0:00:08.556591
INFO:root:Elapsed time for ttest for random0_0_2_v10 0:00:08.967176
INFO:root:Elapsed time for ttest for random625_625_2_v10 0:00:08.721491
